SKIPPED DUPLICATES (Not Abandoned)
================================================================================
Total: 960

1. Duplicate: d056781c-f458-4f79-9bfd-9f2340d980d5 | Original: e3c2853a-e557-4c7f-8e4c-6b583de17558 | Status: Pending_Approval | Mode: CAPI
637. Duplicate: 4e939241-3cd6-4f90-9adf-0e8bf0240baf | Original: 83d821a1-d5ac-4a40-8023-e2b0943730b8 | Status: Pending_Approval | Mode: CAPI
638. Duplicate: 936f18db-4335-414e-81b0-4bcc2a50d3ac | Original: 138bdf05-a95d-43db-bbce-8e3e4a090fe8 | Status: Pending_Approval | Mode: CAPI
639. Duplicate: 4cb9e95e-c8a3-4c83-b9f4-88f4e112bc34 | Original: 31aab197-4c57-4d6f-a657-b14373b0a6e4 | Status: Pending_Approval | Mode: CAPI
640. Duplicate: 93fad415-e251-403a-aa16-2502e3c3ed0c | Original: ac16f43f-546c-4465-bb43-eef41739c5c2 | Status: Rejected | Mode: CAPI
641. Duplicate: a3fa6fcb-7b23-4326-ae63-54f1e89b1a12 | Original: bc30d58d-f52b-4234-a13a-7174c679e8ea | Status: Pending_Approval | Mode: CAPI
642. Duplicate: bd4c9657-739c-4182-b20b-d11a8914c82a | Original: 51241e08-2d4a-47b5-b527-2e1d8653d095 | Status: Pending_Approval | Mode: CAPI
643. Duplicate: 583a6247-822e-4136-85a8-d92c6abe5646 | Original: 9d2fa0d6-b971-43fa-b19e-3bef1a53558e | Status: Pending_Approval | Mode: CAPI
644. Duplicate: b11486fc-7d49-4302-a5e0-ca493c5c016e | Original: d16f7457-54fe-4d44-a9f1-2b19a1bd01f5 | Status: Pending_Approval | Mode: CAPI
645. Duplicate: 84d5a787-9596-4e9b-b17b-d2cce6f3b1b8 | Original: 7654afea-b9fb-401b-beea-301b4d0fddb7 | Status: Rejected | Mode: CAPI
646. Duplicate: 07c876eb-4217-42ce-b175-157cd893a3d2 | Original: 86e7b86a-dc62-4c24-b8fd-7705dbcf4189 | Status: Pending_Approval | Mode: CAPI
647. Duplicate: 16a0b927-81ba-42ab-96f6-75c87db57a4b | Original: 940c0da3-5f57-4940-b48e-1d06799210f4 | Status: Rejected | Mode: CAPI
648. Duplicate: 8470c2b3-abc2-49d9-abce-163a0b4e47ef | Original: d187db4e-ed98-434d-a8fa-3b9d2f17c50a | Status: Pending_Approval | Mode: CAPI
649. Duplicate: 671e73c9-e94e-459e-ac6f-0aaefd604325 | Original: 862d0962-6a87-4448-9c60-3f6634fb219f | Status: Rejected | Mode: CAPI
650. Duplicate: e8e23343-32c7-4116-aaa9-b519dc1556d6 | Original: 92840ee9-3e23-408f-b8a9-f3ba5fa06ffb | Status: Rejected | Mode: CAPI
651. Duplicate: ac99da4e-bf94-49dd-a5c7-f46582e62afd | Original: 87ef4910-1df5-44fb-af9b-29a2c29a90e2 | Status: Pending_Approval | Mode: CAPI
652. Duplicate: 85adbb79-4752-44a1-8414-19ea3f5df36a | Original: 38ea7f8a-2197-4513-8b14-84a8bca0ed4d | Status: Pending_Approval | Mode: CAPI
653. Duplicate: a5de144d-43cc-4ec9-a1ec-58d0300a333b | Original: f6e22bae-1c3c-48dd-81b5-114f18811374 | Status: Pending_Approval | Mode: CATI
654. Duplicate: 4f0cd97d-366b-4669-8756-f2a6caf5628e | Original: 3f4b0810-155c-43c8-b793-f5c88cdd8ad2 | Status: Rejected | Mode: CAPI
655. Duplicate: 376031a8-f9d4-45d9-a774-f8aff0d24d5a | Original: f8e2bcc9-c12c-4d47-b639-84bb0114a951 | Status: Pending_Approval | Mode: CAPI
656. Duplicate: 6202e96b-bf40-40c9-9812-7dae2ec1b23e | Original: 3202a9da-3a7e-4507-a787-bcbd21e53037 | Status: Pending_Approval | Mode: CAPI
657. Duplicate: 3b03daa8-4b88-460f-b171-5bfafe5c7864 | Original: c2f473ce-c4bd-48d8-9a0d-72e112206d0f | Status: Rejected | Mode: CAPI
658. Duplicate: 4e73f4d2-d7fc-4b72-92b3-a06feb5ee6e0 | Original: a13fb3f9-5130-4f22-881a-50e433006f6d | Status: Rejected | Mode: CAPI
659. Duplicate: f5dce98d-0038-472a-ba71-f3817379bbcf | Original: d5719579-54ad-4a16-a572-8c828a764a85 | Status: Pending_Approval | Mode: CAPI
660. Duplicate: 0c7cd243-8e2d-42da-b971-e84d9f0a2858 | Original: 2b101ce7-eb98-4bce-9c07-d21b1cd948b2 | Status: Pending_Approval | Mode: CAPI
661. Duplicate: 8abd8861-9308-4cdc-aaf7-850e18f705f7 | Original: 92c3e81f-9f60-4565-87ba-aa7e8d078d1c | Status: Pending_Approval | Mode: CATI
662. Duplicate: 03ef36b1-e4ca-46e0-86dd-21183d5b19df | Original: 09a6a69f-4e7c-43bc-a347-cdaee095aad0 | Status: Rejected | Mode: CAPI
663. Duplicate: e2ee990e-d84f-45ff-97ee-d59e2bed0817 | Original: 55ccb0b5-caad-4f1b-b791-98baea8276e8 | Status: Pending_Approval | Mode: CAPI
664. Duplicate: bada0168-ef6e-4073-8af2-e03a697c7ea0 | Original: ef7bf5a4-a7e0-4fab-9cdc-9f8bd647d2ba | Status: Pending_Approval | Mode: CAPI
665. Duplicate: c2f6b273-9131-4cd2-ba94-cb518f6f4148 | Original: 3e19bea2-a9cb-4ccb-806e-cfe78574c8cf | Status: Rejected | Mode: CAPI
666. Duplicate: ed3aedb5-6861-4397-80b6-7e5f9956cefb | Original: 89caecc3-d266-4387-91c7-bf309834afe1 | Status: Pending_Approval | Mode: CAPI
667. Duplicate: 9a68406f-7d21-4402-bcb2-ade6ab5e0d0f | Original: 7d4ef800-5f19-41c9-867f-0c22ec90c783 | Status: Pending_Approval | Mode: CAPI
668. Duplicate: 237f7552-81a7-4a23-8092-f962c2d7862f | Original: 7c50af63-b6d5-468f-a0d2-1ef3dae4368d | Status: Pending_Approval | Mode: CAPI
669. Duplicate: 855dba49-d161-44f4-ac29-e172aa10f6a8 | Original: c5bf8d5c-63fd-4715-8aec-15c0dc2289ab | Status: Pending_Approval | Mode: CAPI
670. Duplicate: 2e55fb1d-b5a4-4074-8eaf-c9038678674a | Original: 7d1815fa-c9f7-4e9a-8389-94359d7ed58c | Status: Rejected | Mode: CAPI
671. Duplicate: 8a459859-e0db-4300-abb7-7edbee9d8403 | Original: 3ca41834-1426-47ec-9115-7a707c470f05 | Status: Rejected | Mode: CAPI
672. Duplicate: 732a959e-794c-4ea4-939d-b1d9ca1583c0 | Original: b5851883-168b-46cc-acb0-28a93140a044 | Status: Pending_Approval | Mode: CAPI
673. Duplicate: 5f77bf60-a236-4b25-aaa6-3d16b99f9c04 | Original: 67995bbb-282a-4f40-988a-09126b86b32c | Status: Pending_Approval | Mode: CAPI
674. Duplicate: 7231e763-1258-4c17-a2ce-59498e863206 | Original: becff57c-a5c9-4517-8b93-4ca12e822cac | Status: Pending_Approval | Mode: CAPI
675. Duplicate: b4509073-0efc-4372-a4ae-10e160c89476 | Original: 570630cd-24d3-498e-8d2a-f6b0ebe5b410 | Status: Pending_Approval | Mode: CAPI
676. Duplicate: 81e27643-bdf6-4d43-b28a-85a17057140d | Original: 36097877-7547-460d-afb0-e20d96168579 | Status: Rejected | Mode: CAPI
677. Duplicate: fa030ece-e243-458f-b5c2-f8b5ae174f6c | Original: 41f4d64b-d5b2-42c3-ba7b-4102c91fffd3 | Status: Rejected | Mode: CAPI
678. Duplicate: 0f126efd-dc9a-41c3-8d7f-b986b3347b8d | Original: 36704e0e-73c0-4d97-982f-13e0aadc9250 | Status: Rejected | Mode: CAPI
679. Duplicate: a2915304-343b-43c3-8e57-decba6492d08 | Original: c74be8da-6ac0-4ed2-bb95-3fd2c1cd4ef8 | Status: Rejected | Mode: CAPI
680. Duplicate: b376ed59-607f-421b-8f7f-69e5eb229fba | Original: fdce4ce1-baae-447d-ab51-5580a0fcbd43 | Status: Pending_Approval | Mode: CAPI
681. Duplicate: e3db784a-3e98-4a73-a824-e1a7638198a9 | Original: a1de98fe-ea34-46b8-b2ef-1f56ab13763f | Status: Rejected | Mode: CAPI
682. Duplicate: f05bc2c1-fd75-424e-a280-e519a5a1aa8d | Original: 92fa30d3-3d91-44fb-89e6-58dff1a8194e | Status: Pending_Approval | Mode: CAPI
683. Duplicate: 0df84019-c0be-4080-85dc-f3bb5f688c13 | Original: dde387ea-d7cc-47c5-a237-0845214facf3 | Status: Pending_Approval | Mode: CAPI
684. Duplicate: 29994fcc-7485-4612-8ff9-3586411b2a08 | Original: ebb75f07-2674-4138-a22c-7327c9361fd1 | Status: Pending_Approval | Mode: CAPI
685. Duplicate: c25f0299-c68c-4630-a50e-75f39e88d325 | Original: 289c10fe-b1ed-4280-bb33-f0c1e6abce44 | Status: Pending_Approval | Mode: CAPI
686. Duplicate: bef3da2b-af9b-4c0c-9eab-3a68917b5085 | Original: ea40561a-a5d0-4798-a4ad-f5eea12e0e54 | Status: Rejected | Mode: CAPI
687. Duplicate: fb3f175c-41c6-4718-beb7-c082d887ddf7 | Original: 72df0eed-a758-480a-abe0-9c3e88a8cd8d | Status: Rejected | Mode: CAPI
688. Duplicate: 9b754a9f-7895-4711-9cb9-5a315b3d8b21 | Original: 48fefba1-d323-4848-a9bb-f6dfaf2e2e50 | Status: Pending_Approval | Mode: CAPI
689. Duplicate: dbdf4cae-7b06-43d2-9d49-5bbdc8b52ad0 | Original: b623237a-0a71-4e7f-a94b-9b25d4319499 | Status: Terminated | Mode: CAPI
690. Duplicate: 7bdcd0ab-240f-4da0-a696-4f28a082e9aa | Original: 83fd94a4-a031-4b46-9b4a-affc6c08df92 | Status: Terminated | Mode: CAPI
691. Duplicate: 191e0a6d-edeb-4b39-bb97-868f2a2867e6 | Original: fb9a07f3-fffc-418b-9312-42515297e702 | Status: Pending_Approval | Mode: CAPI
692. Duplicate: ce680d7b-55c3-4b6d-8ba3-0e83b2411b09 | Original: 37d45a79-ed7d-4dda-930e-00b18e59addb | Status: Pending_Approval | Mode: CAPI
693. Duplicate: fa7d8e20-3de8-4d5c-ba9e-154c2eb893ec | Original: 9377a2a8-e904-4fb9-96b0-3044a73ea8a7 | Status: Pending_Approval | Mode: CATI
694. Duplicate: aee0d105-edda-4e36-84e0-21d92fe3dc62 | Original: 9a28e945-c602-4675-a4a2-5338a5c65296 | Status: Pending_Approval | Mode: CAPI
695. Duplicate: ed040a60-c285-4d67-9173-d38a7bbaeacd | Original: 880c47c3-c1c9-4844-ac36-15d6fdaad6bc | Status: Pending_Approval | Mode: CAPI
696. Duplicate: ee341316-295f-4773-ac79-98104aa75082 | Original: 9a2bd938-0422-4f99-a324-f84ad14f3f04 | Status: Terminated | Mode: CAPI
697. Duplicate: f03267d5-1309-4812-8551-ec5586f35ad2 | Original: 058c2139-1d95-450c-843e-91048eeadf1d | Status: Pending_Approval | Mode: CAPI
698. Duplicate: f2cce01c-f744-4852-9454-831a571bb019 | Original: 6be752ed-7e94-4b66-8ced-5ee095c47c5f | Status: Rejected | Mode: CAPI
699. Duplicate: 20052d27-7501-4c52-91e7-13b89e7aa98b | Original: 476b9303-1d7d-4d13-b95a-755577fe5bb5 | Status: Pending_Approval | Mode: CAPI
700. Duplicate: 22c6919d-ba3e-4f8a-b6db-86bb5d7a52c5 | Original: 3a32968b-909c-48ca-9b1e-fbc305a1d4ec | Status: Rejected | Mode: CAPI
701. Duplicate: dc111cce-3f32-47c5-ba49-50b43711ceb9 | Original: 7e99079c-a8c0-4160-adbd-b83e72924661 | Status: Pending_Approval | Mode: CAPI
702. Duplicate: 02257be8-2c32-4b8c-9735-3fd225bcf4f1 | Original: 3cd5ef66-cee9-4335-9bc1-88888b60f3a5 | Status: Pending_Approval | Mode: CAPI
703. Duplicate: e9df21ae-72c6-4846-9be3-0bca8c0df8ef | Original: 3d03210f-9d63-4eee-9ba9-c8637c7375af | Status: Pending_Approval | Mode: CAPI
704. Duplicate: c91648b2-a633-46d9-8308-05b9590631af | Original: c2b1821a-7632-4f9a-95e9-4a62175e58e9 | Status: Pending_Approval | Mode: CAPI
705. Duplicate: a740ca70-5b31-4533-bb2a-55490e0334ab | Original: 3751d3be-0e0a-4f0f-af81-df9a456377c9 | Status: Rejected | Mode: CAPI
706. Duplicate: 6808aece-e802-4b94-8935-140bf83cc5fd | Original: 1e211519-dd8b-41ba-8d7b-a6fc89de9801 | Status: Pending_Approval | Mode: CAPI
707. Duplicate: 1ceabd4a-ee9e-4186-b1fd-dc5a38badd5e | Original: f2f06db7-f17a-496b-b0f8-b40f8b5b1731 | Status: Pending_Approval | Mode: CAPI
708. Duplicate: 916ddafb-dd71-4c6a-bea2-9e1c4c8ed1a7 | Original: fdc8d108-5063-4884-b7ce-1fd275dfb5e9 | Status: Pending_Approval | Mode: CAPI
709. Duplicate: e594118c-850a-4c8d-a66d-05a73f558d82 | Original: c68712e5-b7ec-4de7-bbf1-b05db1c7f9da | Status: Pending_Approval | Mode: CAPI
710. Duplicate: d534ff04-8d2f-4479-aa84-67ec20eb00fd | Original: 87d1434d-71bf-4dd7-b00e-303c375ba4c8 | Status: Pending_Approval | Mode: CATI
711. Duplicate: 679932c7-50c1-4f7f-9b33-62401506d0a3 | Original: dd42595d-4c29-49cd-860e-41fb0d41032d | Status: Pending_Approval | Mode: CAPI
712. Duplicate: 15fa3937-d22f-4d99-ab0e-a76723437889 | Original: 63a12d7d-0697-4093-98bb-2a100d32fd1a | Status: Terminated | Mode: CAPI
713. Duplicate: 9d2f5101-94d4-4bbc-b789-423565e87c94 | Original: 98c06323-7255-44f5-b321-9834daa4dd98 | Status: Pending_Approval | Mode: CAPI
714. Duplicate: e03e112e-8480-4a2c-a81c-7cd7e2bd8d9c | Original: c4e37eac-f929-4532-ac92-bc0a0ffcd7e8 | Status: Rejected | Mode: CAPI
715. Duplicate: d02c110c-3031-47e7-bb4f-0afd9f71b4fa | Original: 1ec9a371-a6a1-48e1-850a-595f875cc3fa | Status: Pending_Approval | Mode: CAPI
716. Duplicate: 6e8ad1b1-9545-4528-94b4-9d36f36cb3b6 | Original: eb699567-932a-4b4d-aaf0-140d47c3b766 | Status: Rejected | Mode: CAPI
717. Duplicate: 8b4259c2-3a96-43d0-8c75-b3e42702ac8b | Original: daeed2b1-6a5c-47f3-8973-0587270ceff5 | Status: Pending_Approval | Mode: CAPI
718. Duplicate: b65c109b-d8ae-4222-b494-1b11164bd881 | Original: b4c2f905-6717-4cca-84a2-8df3e8746579 | Status: Pending_Approval | Mode: CAPI
719. Duplicate: 05fed784-d291-48e7-b77b-8d216b294088 | Original: bec577a5-5ab9-4a86-8087-50f4323b0073 | Status: Pending_Approval | Mode: CAPI
720. Duplicate: 47a96894-0976-49a4-82ee-db14232b8c16 | Original: 3bf4d58c-e41e-46fe-920b-a250030b7cc9 | Status: Pending_Approval | Mode: CAPI
721. Duplicate: 7c965598-f49d-4770-9965-02c8164a2e28 | Original: 5317e7df-565e-477d-9649-7894d5db58ea | Status: Rejected | Mode: CAPI
722. Duplicate: 6dfd6f47-944f-486a-a6b6-ae55236cc809 | Original: 822d612b-26bf-4723-9f3c-f0c12e60c93b | Status: Rejected | Mode: CAPI
723. Duplicate: 1e422de7-66a3-4d09-8fed-17a11aa96f29 | Original: 9dfbb03c-b572-413f-9b92-e74664290669 | Status: Rejected | Mode: CAPI
724. Duplicate: 470d82f1-f92b-4cd0-9a3a-7c689861284d | Original: 482c6c23-5795-41b7-828b-5bd3d3573eef | Status: Rejected | Mode: CAPI
725. Duplicate: 114f76bf-003f-404d-a0ae-b731ebf22f98 | Original: c484dfeb-cde7-4e03-b2c5-1f71ef4133ca | Status: Pending_Approval | Mode: CAPI
726. Duplicate: ed9b5f73-cd24-45a4-a150-92c04f3e3432 | Original: 75bc4707-1795-4366-ac90-f8d9fdfe741e | Status: Rejected | Mode: CAPI
727. Duplicate: 3ae278ba-8eea-417c-bc93-843bc1fcce64 | Original: 93b42a26-f71c-4a8d-af38-4147145944f7 | Status: Rejected | Mode: CAPI
728. Duplicate: 46e29516-d33f-4d1b-937a-4898209064e3 | Original: 5188c891-32fb-4399-b6e9-93228f92f62e | Status: Pending_Approval | Mode: CAPI
729. Duplicate: a649840e-4bb1-43ec-ba0d-08c716db7e08 | Original: 90623910-4f1f-4e8e-b839-8a68a65b03c9 | Status: Pending_Approval | Mode: CAPI
730. Duplicate: 5aa8107e-4e77-4029-9fbe-fec1898f35e4 | Original: 09e00d6d-074b-4cb2-ac5e-84fe8d2dc795 | Status: Rejected | Mode: CAPI
731. Duplicate: daf359e3-72f4-4032-89da-b831e3b3e940 | Original: f8103a54-c3f9-4e53-8ac0-0afeb7bfecc6 | Status: Pending_Approval | Mode: CAPI
732. Duplicate: ea728148-ac5a-490b-9eaf-a83fbd0c26c7 | Original: 520c54e8-b320-4d3c-b484-c4352fdf0f6c | Status: Pending_Approval | Mode: CAPI
733. Duplicate: 3edd3d4f-b8e3-4e1a-8d0d-5af5547c3f2c | Original: 273a2979-63ba-4f9c-9eba-d080a328c70f | Status: Pending_Approval | Mode: CAPI
734. Duplicate: 571dd550-2fa3-420b-8cab-e303069c10ba | Original: b2847f78-ffee-40ee-9307-02eca36c1e79 | Status: Rejected | Mode: CAPI
735. Duplicate: 5bfc73ab-4356-4e38-91a6-e45486dca2f0 | Original: 3064b04e-4134-4aa3-839e-cee39dada36d | Status: Pending_Approval | Mode: CAPI
736. Duplicate: 488edc13-9f5e-4d2a-ad03-5fbfc2fb6f02 | Original: f4bdf9b7-ef87-4ffc-bd78-ec9f940cf1fd | Status: Pending_Approval | Mode: CAPI
737. Duplicate: fac52fce-6724-44c9-8808-67cb67451b10 | Original: 7564a5f6-42c3-4858-b228-ee4aba2c7ecc | Status: Pending_Approval | Mode: CAPI
738. Duplicate: e6d3f878-dddc-4d6b-aa86-e6b5a85d6aac | Original: 0d324621-bdd4-413a-8291-e18ca2a51c7d | Status: Rejected | Mode: CAPI
739. Duplicate: 1771079c-b8ca-4b2e-889f-628b4328c3fe | Original: 68d5defc-3072-4701-ae91-ac6e5483be6d | Status: Pending_Approval | Mode: CAPI
740. Duplicate: 5b8f11bb-2bf3-4ff8-ac02-9d8ffcf25b92 | Original: a27ce1a1-9ab9-48bd-a244-4c8288829031 | Status: Pending_Approval | Mode: CAPI
741. Duplicate: f076ec8d-4e6d-4e0a-bba8-2bb394806626 | Original: 5c4040a8-a816-45d8-824c-26f82bb1da10 | Status: Pending_Approval | Mode: CAPI
742. Duplicate: a00fa3db-ad93-4007-bfff-28db5ef7ba07 | Original: 2e530379-a5ce-47ba-b19a-bb889280ab52 | Status: Rejected | Mode: CAPI
743. Duplicate: 93e18902-9b95-4dda-ad3b-e7dbde7e4acf | Original: ee69fc90-6fed-441a-a997-529bceb4dd46 | Status: Pending_Approval | Mode: CAPI
744. Duplicate: 68efacac-7f60-4d71-b2d1-129a3359046f | Original: 85b6cfd2-62af-431f-af63-37607dcfba46 | Status: Pending_Approval | Mode: CAPI
745. Duplicate: c520d136-7bfa-41a2-98c0-3e0feaa4e591 | Original: ddcd027a-5486-4e3d-921e-f97adab51327 | Status: Pending_Approval | Mode: CAPI
746. Duplicate: 2863f9fc-8242-4a2f-99cf-cbec721fabb5 | Original: 05fbf90f-a5b0-4053-8a90-6080c4146ea9 | Status: Pending_Approval | Mode: CAPI
747. Duplicate: 6333c71b-9760-444f-b434-173fee30fdbb | Original: 995c6bf4-256b-4dc8-bad4-9642adbc8129 | Status: Pending_Approval | Mode: CAPI
748. Duplicate: 5e3f624c-58ac-42a3-9327-12446288801b | Original: 020e8a58-663f-4ea5-bfbc-caa75691c8bf | Status: Pending_Approval | Mode: CAPI
749. Duplicate: acfc1d7d-eb64-43b7-bedd-2059656f2efd | Original: 2c263af9-f54a-4c89-a3b5-1c6dbfb60afc | Status: Pending_Approval | Mode: CAPI
750. Duplicate: cf0b5e6b-7a2a-442f-99c0-d5251771902a | Original: 50d7f9d4-bff1-4f8a-b346-883b59cbe286 | Status: Pending_Approval | Mode: CAPI
751. Duplicate: 14064794-8db9-4ab4-9f44-6b6ced21c1c1 | Original: 571be90f-1c12-49bb-bd63-4086cfcb302d | Status: Pending_Approval | Mode: CAPI
752. Duplicate: 245747c0-3c49-43e8-9260-3573f8880847 | Original: a1ee5f3c-d2c5-49a7-abd1-3d26468c618d | Status: Pending_Approval | Mode: CAPI
753. Duplicate: 32537d81-124c-40d8-818e-441a04f8c4a7 | Original: 7c771fda-0000-43b6-8301-d313545a5167 | Status: Pending_Approval | Mode: CAPI
754. Duplicate: 28daaf2d-1694-421f-b057-f6b9e2724e88 | Original: f2105360-f4e6-4735-8eb1-d93b4d491fc9 | Status: Pending_Approval | Mode: CAPI
755. Duplicate: d27ab984-0578-441a-bb8f-dde15a73eb81 | Original: 2703aa89-f587-46ce-9875-0f3d8de0c4c5 | Status: Pending_Approval | Mode: CATI
756. Duplicate: c5fb989e-6f91-4582-bdf4-febd3edc559a | Original: cfb9c544-a57f-4d37-97d5-3a09891cec6f | Status: Pending_Approval | Mode: CAPI
757. Duplicate: 53029bf0-37aa-4c39-aff4-7d5d728d9e80 | Original: 3aa2fd80-a539-403c-aaf6-7e139ad03f0b | Status: Pending_Approval | Mode: CAPI
758. Duplicate: b3e19ef3-6439-46c8-b854-91c3cffca5a7 | Original: fc055cc0-98dc-4ebb-ae38-544d3cb30cc5 | Status: Rejected | Mode: CAPI
759. Duplicate: 71accfb3-ad38-4040-8a87-7bceae4c4c11 | Original: 9105f07a-e6ce-4aef-98e5-d148ee8c6900 | Status: Rejected | Mode: CAPI
760. Duplicate: d11b41ea-8d2f-4a70-a609-ccc23ff43302 | Original: fa23ad16-fe19-4ccd-85e8-32ff9d582ebb | Status: Rejected | Mode: CAPI
761. Duplicate: 97b10d57-c3d7-454b-bf84-2dcf27adbc91 | Original: 6246cb2a-2ea4-4555-b7ed-4002a599fb86 | Status: Pending_Approval | Mode: CAPI
762. Duplicate: bbc8a56a-4e36-480c-8909-5d59c0f800d9 | Original: 6be44099-8d1d-40d0-aa52-8a24df612913 | Status: Pending_Approval | Mode: CAPI
763. Duplicate: cd986cca-c388-4eab-8de7-70f6624c0b9e | Original: 8a0e75d2-a753-4433-8425-2e726f7f53cb | Status: Pending_Approval | Mode: CAPI
764. Duplicate: 70942f7b-61fa-41d5-b991-6ee9a55c494f | Original: 98b5f457-e35c-47ac-94cd-0aaee6f17ec8 | Status: Pending_Approval | Mode: CAPI
765. Duplicate: 354f57ad-95bb-45c6-b3ca-a4a4ab27e642 | Original: 13de4f11-7c6e-4745-982c-64807e14387d | Status: Terminated | Mode: CAPI
766. Duplicate: 8953108d-41df-4504-8405-c8e4f131fbfb | Original: 6b13e16b-1505-45ea-8b5a-a24f3209d4e2 | Status: Terminated | Mode: CAPI
767. Duplicate: 4e6aa094-915a-459c-b767-161edb86c22f | Original: 51942da0-7b9a-4598-bb84-199dcea3c7fa | Status: Pending_Approval | Mode: CAPI
768. Duplicate: 1de2ed04-ffcc-4c38-8182-7dccfbbb0be6 | Original: 1cb69602-8cad-487b-a5a6-1afeeb552008 | Status: Pending_Approval | Mode: CAPI
769. Duplicate: b10321d9-c328-4bef-b646-b02ba0c8a98e | Original: bcf85a8b-7b0a-404e-aa85-13558e76212c | Status: Rejected | Mode: CAPI
770. Duplicate: 734fc7dc-e5a2-450b-a046-f45c155290b3 | Original: a5241d74-706e-4a1f-92f8-0165b164b6fe | Status: Pending_Approval | Mode: CAPI
771. Duplicate: 9f0d9a70-1fe5-4a25-bcad-3b45ff372dae | Original: fe71803d-04b6-4e9e-bd6b-626f88373f73 | Status: Pending_Approval | Mode: CAPI
772. Duplicate: e54e941f-f6dc-4f12-9248-879995af0dce | Original: 3b2a3257-ced8-4995-badf-d1b452ca644a | Status: Pending_Approval | Mode: CAPI
773. Duplicate: 376ce2b0-ef2f-406a-97e6-e7b27f97b5c6 | Original: d3a2c6fb-51b3-4e5f-be28-50656b12c9ec | Status: Pending_Approval | Mode: CAPI
774. Duplicate: 6c0b3d4f-d39c-4b99-81f0-174c067d2105 | Original: 964e1b8d-42c7-4b07-8ae0-21716d7c02c7 | Status: Rejected | Mode: CAPI
775. Duplicate: 75609f9d-acc2-46ca-8243-c3263f6e4c3e | Original: 5a00006c-0424-43a0-8aa1-17cd89fa6495 | Status: Pending_Approval | Mode: CAPI
776. Duplicate: 4e5ee8c8-0f10-4b21-b472-f3ddc7296857 | Original: aa09a919-802e-4cac-939c-b3d9a98ba8e7 | Status: Pending_Approval | Mode: CAPI
777. Duplicate: 8147169a-c2fa-4fc6-8333-f81924f40d11 | Original: e63cab88-56e8-484b-bb0d-c5002b085d77 | Status: Rejected | Mode: CAPI
778. Duplicate: 1283560d-62a4-40db-be88-90b6ff0e7c2a | Original: ba73cc00-5bc1-4447-9cbb-83bdcba7b229 | Status: Rejected | Mode: CAPI
779. Duplicate: e8547517-1d6c-4b1b-93c8-3f8e26b7a06f | Original: a4a577f5-136d-499e-821c-cd9e45708bf6 | Status: Pending_Approval | Mode: CAPI
780. Duplicate: c53977e2-5c7f-4c14-8465-de9187be3cd9 | Original: 4c7fa02a-bbbe-4b4c-b1cc-6609ccc55fae | Status: Pending_Approval | Mode: CAPI
781. Duplicate: 43799034-aa23-4906-a2df-cf85f3dd575c | Original: 069b25e4-0100-4a80-8d6e-01e61b9cbbb2 | Status: Pending_Approval | Mode: CAPI
782. Duplicate: fb02594a-a599-4bd9-ba23-85bd7d2c128d | Original: 940403d9-9d36-4638-a15e-4cd6aa81799f | Status: Rejected | Mode: CAPI
783. Duplicate: 244422e6-f4a6-49f9-9224-c07e7aa1c5e5 | Original: 2867abef-2539-45dd-89b0-402b6f75fc62 | Status: Pending_Approval | Mode: CAPI
784. Duplicate: aae8788d-ab73-418a-be40-cb61f06a440b | Original: 7e377907-d2fb-404b-9b68-3f003b1f1455 | Status: Pending_Approval | Mode: CAPI
785. Duplicate: 2af520fa-82ec-47d9-a5af-5898c8d08bab | Original: 2752e55e-d9c8-415e-92e1-ecac080eeede | Status: Rejected | Mode: CAPI
786. Duplicate: 0346c713-fd73-4491-9bae-66779ec28ebd | Original: 004a82f9-6468-4c05-8507-4141928005fb | Status: Pending_Approval | Mode: CAPI
787. Duplicate: 8d7e8366-e37f-499e-8e3e-e3864b5ddba7 | Original: 4714763f-10b9-42fe-a762-2db7b768d543 | Status: Pending_Approval | Mode: CAPI
788. Duplicate: 76bb7612-d8fa-4a5d-8561-d0f973774ce0 | Original: 12ce5a9c-be4e-4790-b9a6-f1c71d3ae3b9 | Status: Pending_Approval | Mode: CAPI
789. Duplicate: 7ac52c49-0e3b-49b6-9306-f3c3eb1ee5bc | Original: 8d434412-c1ec-472d-877a-77dcd62dbb7d | Status: Pending_Approval | Mode: CAPI
790. Duplicate: c686c1da-a179-41b4-a3ce-ba5a02918821 | Original: 4c0a246e-db14-45eb-b66c-d3a6fcfbbe6f | Status: Rejected | Mode: CAPI
791. Duplicate: f477f328-6ae5-4585-b401-2479a72a954a | Original: fc271fcd-975c-49d3-9615-0c329b46a3a1 | Status: Pending_Approval | Mode: CAPI
792. Duplicate: 59e8e2a8-4141-4601-a02f-f618484652cd | Original: 694c4cc3-e0a2-4e30-8737-bf0a1ce72d4b | Status: Pending_Approval | Mode: CAPI
793. Duplicate: ae22d637-1374-4b6a-b306-5897a332332b | Original: 142b60cf-c26c-4084-98ea-e8d85933c877 | Status: Rejected | Mode: CAPI
794. Duplicate: bb03d275-1f93-4936-835b-21a6d83356b4 | Original: 21c5b0a5-bf5a-4fc5-af46-1c518be66e07 | Status: Pending_Approval | Mode: CAPI
795. Duplicate: 3146f537-3fe8-4198-867e-bdfeae7224e0 | Original: 6cef2928-0c88-44fe-a121-0629945bbfa1 | Status: Pending_Approval | Mode: CAPI
